Year,Africa Eastern and Southern,Africa Western and Central,Australia,Austria,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,"Bahamas, The",Belize,Bermuda,Bolivia,Brazil,Botswana,Central African Republic,Canada,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Costa Rica,Caribbean small states,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Ecuador,Euro area,Spain,Finland,Fiji,France,Gabon,United Kingdom,Ghana,Greece,Guatemala,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Haiti,IBRD only,IDA & IBRD total,IDA total,IDA blend,IDA only,India,Ireland,Iceland,Italy,Jamaica,Japan,Kenya,St. Kitts and Nevis,"Korea, Rep.",Latin America & Caribbean (excluding high income),Latin America & Caribbean,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Luxembourg,Morocco,Madagascar,Mexico,Middle income,Malaysia,North America,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,OECD members,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Pre-demographic dividend,Puerto Rico,Portugal,Post-demographic dividend,Rwanda,South Asia,Sudan,Senegal,Singapore,Sierra Leone,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa,Suriname,Sweden,Eswatini,Seychelles,Chad,East Asia & Pacific (IDA & IBRD countries),Togo,Thailand,Latin America & the Caribbean (IDA & IBRD countries),South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Turkiye,Uganda,Upper middle income,Uruguay,United States,St. Vincent and the Grenadines,World,South Africa,Zambia,Zimbabwe
2012,975354777362.368,737589473577.072,1546952690139.99,409401816050.531,2333341334.45753,496152879924.727,11141358105.9864,12561015145.3925,133355819704.936,10720500000.0,1903000000.0,6378188000.0,27084497481.9103,2465228293862.62,13907464500.1489,2510126509.99501,1828366481521.6,267175870677.659,8532185615746.62,36302302844.0196,30155062302.8443,29306235295.3371,17692911280.5627,370691143086.761,47231655433.4666,73844945660.7463,60681535894.481,209059081828.261,10758481557851.8,10162396987594.3,21172217151488.2,87924544000.0,12638777298888.5,1324750738725.0,258290060227.734,3972028509.66449,2683671716967.19,17170464000.7824,2706340967030.68,41271708599.715,242029307133.408,49593926849.2429,4063088529.13592,49446148147436.0,262628877166.217,18528554861.0515,609295540296.692,13708925402.937,25231185297161.3,27106356951918.2,1875053620989.96,909186219114.415,965873002611.246,1827637579584.79,225628699652.993,14751508133.5443,2086957656821.6,14807086490.8533,6272362996105.03,56396704833.4676,825381481.481481,1278427634342.59,5244059018780.59,6155024383504.1,70447217163.6167,5461792142964.6,25698108062037.8,2477702252.80078,17680702314004.1,59776383527.3602,106937397478.353,11578975063.7975,1201093787127.42,25291481601347.2,314443061220.138,18088716899521.6,9426912639.20382,463971000388.612,10531980451.1847,838923319919.531,512777309840.997,21703100746.8206,48622412695260.0,224383544087.452,40429700000.0,192649991136.09,261920542606.621,21295165200.8383,1341797607183.55,101564800000.0,216224240577.957,45778308725715.3,7654782978.58736,2302398278355.34,63196236489.3704,17660870395.8103,295092839974.919,3789251962.27583,1711634494143.73,1712723978723.04,4980000000.0,552483727282.802,4886551706.18441,1089880668.37774,12367362746.1307,10745080937107.9,5263522037.22724,397558329541.972,5947252224242.0,2302398278355.34,1712723978723.04,27121712418.5349,880555912745.582,27305915907.9939,19829689458382.7,54232266358.7811,16253972230000.0,730032592.592593,75525948524603.5,434400545085.811,25503060420.026,17114849900.0
2013,985987130726.701,833948054767.438,1576329690003.93,430190979705.965,2451606631.76696,521791015247.064,12517845127.6766,13444300489.8634,149990529207.544,10562800000.0,2029500000.0,6465756000.0,30659338885.6729,2472819362259.0,14271738366.7917,1691544110.6915,1846597421834.98,277239473853.807,9570470577244.86,42760235496.3898,33728621190.2114,32679745036.2659,17958720704.4596,382093697077.685,50949668885.9875,75227025825.655,62682158700.2885,209755003250.664,11870565646660.7,10305214092089.6,21410751038294.3,95129659000.0,13196293606325.5,1355579535912.56,271362405890.591,4189968869.81721,2811876903329.05,17595744803.6041,2786315215249.95,62824629066.0408,238907690051.132,52996447955.7632,4167800935.59943,50054025962686.7,275696879834.966,18499729063.4192,677647202698.725,14902488489.0545,26621251796118.4,28659297586380.9,2038045790262.45,989607127321.841,1048438662940.6,1856721494834.64,238340859896.939,16125060515.3117,2141924094298.57,14264205123.6886,5212328181166.18,61671440480.6895,874896296.296296,1370795199976.18,5382355778791.41,6307751441599.87,77000578207.3909,5578818648329.08,27210105126960.8,2367113170.00373,19042110155027.3,65203276466.9768,115739288446.799,12423555457.0352,1274443916251.64,26794468512319.2,323276281683.441,18696254170835.0,10224897440.9239,520117163617.721,10982954744.4415,877172824534.519,526014468085.106,22162205045.9731,49270437358352.7,231218467669.571,45599900000.0,201175541637.441,283902829721.261,21261338064.8783,1471440063511.4,102450000000.0,226433858005.716,46233475458879.8,7820052084.03387,2362708983919.22,66027147864.7915,18918667730.5417,307576360584.992,4920343203.30269,1818610270272.42,1819935185494.14,5145757575.75758,586841821796.891,4597552948.64649,1324915221.7211,12953534870.304,11855762712168.9,5872790935.48729,420333659152.573,6095171749897.23,2362708983919.22,1819935185494.14,28557451149.8686,957798998031.277,28915786520.3935,21215649863990.1,61337620935.5305,16843190993000.0,764781259.259259,77635152493358.3,400886013595.573,28037239462.7142,19091020000.0
2014,1006526390112.83,894322482190.281,1467589901175.46,442584815286.027,2705783330.38796,535390200131.009,13284527850.2627,13943016080.2646,172885432686.945,11176100000.0,2138000000.0,6413988000.0,32996188017.3661,2456043766063.5,15470087926.2484,1894813389.88175,1805749878439.94,259405194672.935,10475624783235.6,48843005625.0307,36386544716.0794,35909040943.885,17912907682.0663,381240864422.407,52016408923.9289,76921753855.8063,67179956264.9383,213809980720.787,12798136833357.7,10661877094591.4,22086203629928.3,101726331000.0,13510069962193.7,1371820537888.6,274862826772.152,4857103846.72985,2855964488590.14,18203966900.4404,3065223279583.79,54783320576.8882,235458133124.604,57852150564.52,4127660158.47323,51134057169125.5,291459983449.58,19756533658.0822,719693866273.251,15146883647.3766,27519521640517.5,29716965776742.9,2197444136225.38,1076979908548.03,1120464227677.34,2039126469963.35,259170903647.532,17867662177.8911,2162009615996.51,13899225339.6917,4896994405353.29,68285796662.6532,953170370.37037,1484318219633.63,5407158752447.38,6432625813025.45,82528535572.5429,5868162623218.58,28140117982872.9,2441063169.47922,19775313806693.1,68804811897.6434,119130845829.482,12522957401.0395,1315356131262.48,27693615809487.3,338066121289.413,19362844040439.9,10862943546.2851,574183825592.358,11880433902.9361,892167986713.708,501736471832.848,22731612827.3458,50278943454195.9,244360858682.762,49921400000.0,200786240836.818,297483553299.593,23210823987.308,1562109741135.42,102445800000.0,229901964221.881,47148786960027.8,8239042500.28733,2587787935996.42,76818773784.7605,19797253445.2673,314863580758.455,5015180836.19495,1899461295889.25,1900848872303.11,5240606060.60606,581964017237.095,4422986447.48958,1387576413.85839,13940767222.1053,12782174580093.7,6217047648.63985,407339036017.221,6215504429530.99,2587787935996.42,1900848872303.11,29489012806.8905,938934430070.659,32612397253.2395,21825453186268.7,61496186973.902,17550680174000.0,770901436.441118,79756517210011.0,381198869776.106,27141023558.0829,19495519600.0
2015,927348469903.115,768644740597.116,1350580336316.75,381971148530.543,3104003545.60675,462335574841.484,11388160997.1088,11832159315.9778,195078574089.067,11672900000.0,2210500000.0,6654541000.0,33000198248.9146,1802211999555.59,13530749289.7861,1695825714.2427,1556508816217.14,242496655711.515,11061573199439.7,45815005170.6127,32210233021.5735,37917706485.5896,11890259176.6829,293492370228.847,56441920823.7632,75480329446.9463,71164826719.5026,165979224316.667,13326936591373.3,10147533368060.6,21997190975438.6,99290381000.0,11675505777208.6,1196156971279.69,234534382384.766,4682480303.97469,2439188643162.5,14383107763.1182,2934857946213.47,49406014245.4296,195683527003.375,62186064718.7424,4279840193.7046,48273634988451.5,309385622601.348,20979791685.416,698814203077.249,14849629407.9546,25774291128877.2,27922343491136.9,2146720272494.66,1017844957897.42,1128875314597.24,2103588347241.77,291775166506.891,17517210519.0912,1836637711060.55,14188938780.5039,4444930651964.18,70120446663.6256,957037037.037037,1465773245547.15,4595236035713.86,5376540613253.84,85140955516.7505,5716557622624.56,26681765753333.8,2359754087.58169,18549854155934.1,60071584216.1375,110413820681.034,11323020699.9128,1171870072962.76,26235141991923.6,301354783698.72,19769184098217.1,9683867926.72766,493026782401.561,12756722238.3709,765572770634.375,388159512245.53,24360801338.0543,47411160772825.3,270556104886.456,54091800000.0,189802961890.097,306445871631.969,21723439625.73,1334011121882.86,103375500000.0,199394066525.44,44585851713476.0,8543869360.36164,2704835939982.51,84984672415.9401,17774766696.6987,307998545269.398,4252029353.82191,1694601782532.9,1695993210500.23,5126238146.34146,505103781349.757,4063245671.29285,1391427967.33495,10950392257.2764,13310296419270.8,5681469374.10362,401296242133.903,5148471978658.52,2704835939982.51,1695993210500.23,26851970249.3032,864313960482.343,32387183733.0207,20518584369299.0,57680328702.241,18206020741000.0,786554580.796867,75215062596594.9,346709790458.563,21251216798.7762,19963120600.0
2016,885176429223.509,691363412188.46,1206562910556.58,395837353031.51,2644487777.23693,476062757356.94,11821065852.127,12833363043.9719,265236389198.948,11750800000.0,2258500000.0,6899911000.0,33941126193.9219,1795693265824.27,15082636722.856,1825018144.46187,1527994741907.43,249298706449.182,11233314018690.1,48407761031.6758,33814337040.7804,37134801548.836,10219341017.1383,282720100286.228,58847019584.9144,70977854236.847,75704647977.2591,160034212613.438,13611836958159.3,10480129806000.4,22772302203840.8,99937696000.0,11973696253892.8,1233554967011.71,240771351298.84,4930213787.50451,2472964344587.23,14023890263.875,2699659680997.2,56164933479.4044,193148146586.938,66053402744.7267,4482697336.56174,49306277527564.3,320860317562.562,21717604580.8627,731974952060.25,14069277532.4999,25972093023068.7,28162575334751.8,2188895718882.44,977321951410.728,1211573767471.71,2294796889945.04,299091127524.513,20793168030.9524,1877071687633.83,14077105502.9175,5003677627544.24,74815143796.3978,1008100000.0,1500111596236.37,4465515336167.3,5249746391043.57,88012281909.7522,5997917461749.4,26916084709959.3,2114426468.65681,18593432462844.9,62216885435.9505,111572946646.535,11848613859.5279,1078493059306.95,26474239454559.9,301255332137.075,20230005494907.4,10398861980.6524,404649048648.026,13286066154.9603,784060430240.101,370956547619.048,24524109484.7453,48327404425594.2,313629998960.445,57907700000.0,191898127860.843,318627003965.989,20758874952.5805,1217513931539.13,104336700000.0,206426152308.937,45593085156267.7,8695318854.11055,3010757329892.83,102943515502.994,19040312331.1615,319029973659.293,3862721204.61052,1575080887302.15,1576539841411.97,3317421499.77314,515654671469.547,3816019222.86268,1458954109.81959,10097778097.0969,13594851920373.4,6031632014.86013,413366345843.744,5015399889886.8,3010757329892.83,1576539841411.97,23496215880.5212,869682954136.208,29203988697.459,20476321992810.5,57480788380.312,18695110842000.0,814302267.073348,76486454870400.4,323585509674.481,20958412538.3093,20548678100.0
2017,1021043200767.01,684898755570.717,1326467487376.42,417261151844.981,2723586962.18686,502764720556.358,12701655845.9622,14106955625.3571,293754769935.148,12253500000.0,2286000000.0,7142316000.0,37508642170.767,2063514688761.67,16105156375.5848,2072349974.15272,1649265644244.09,276364936832.331,12310491176727.3,52512344033.9625,36098547058.7877,38019264804.5125,11094823676.5914,311866875135.576,60516044623.4876,73482494257.1029,79998045975.5137,170096989042.831,14876744560573.5,11335422969863.6,24324925891393.0,104295862000.0,12679719055232.6,1313245330197.66,255647979916.473,5353468387.56019,2595151045197.67,14929487495.759,2683488510504.04,60405920071.1024,199844406013.533,71653756504.1625,4748174334.14044,51570870016899.8,341273289534.466,23136248046.2979,809850137940.151,15093357143.42,28689022224808.4,30978325716193.1,2288777969587.38,960023974850.292,1328753994737.09,2651474263257.15,336377500160.549,24728285177.4603,1961796197354.37,14808984880.5796,4930837369151.42,82036511258.8324,1058944444.44444,1623901496835.79,4980919738935.91,5832610432359.4,94376237831.5778,6447085710234.66,29590502584084.8,2306741598.79677,20629823637317.1,65712180342.9842,118540574727.552,13176313593.5509,1158912015259.01,29101978685393.7,319109103242.055,21133744509244.1,11185101444.3729,375745732274.676,13785890939.4447,833869641687.068,401745275035.261,28971588880.8208,50447226919268.8,339205536454.445,62202700000.0,211007952315.888,328480738147.1,22742696407.5093,1294933204784.59,103445500000.0,221357874718.932,47535727573455.9,9252833678.08916,3433883301221.75,129718581297.431,20996562958.501,343272878686.388,3719443317.52413,1704412183051.23,1705941956337.72,3591679371.03991,541018749769.097,4402969225.92165,1529773286.49646,10000394388.1158,14858183903103.9,6395472028.24361,456356812774.563,5593216809529.63,3433883301221.75,1705941956337.72,23797686961.8447,858988578709.755,30744473839.7439,22654892975159.0,65006047680.3225,19477336549000.0,844039068.757533,81442048665487.8,381448814653.456,25873601260.8353,17584890936.6523
2018,1007196197587.41,767025741475.038,1428266513154.48,454991174096.094,2667182198.97925,543299066998.892,14262408079.7005,15890066209.8959,321379163135.647,12653600000.0,2315000000.0,7225977000.0,40287647930.5355,1916933708404.16,17031943186.1353,2220979144.52008,1725297938435.76,295402646018.151,13894907485398.9,58522477744.7313,39973842058.565,47568210020.9338,13670038019.8594,334198218100.716,62420164964.6987,76247249561.2981,85555390385.9812,174910891124.491,16639892731999.3,11465084494129.5,26485229927652.4,107562008000.0,13698192927474.5,1421702715218.01,275708001767.838,5581425890.96651,2790956878746.61,16867326389.8696,2878152147315.82,67298913752.0241,212049447242.107,73328369925.8478,4787637005.53638,54839704976037.1,361731070995.726,24067750465.9361,771241850302.934,16403864521.4121,30520147708890.0,32893629417407.6,2373505833478.72,1048863296886.91,1324642536591.81,2702929639861.5,385736680797.111,26260850582.0687,2091932426266.94,15730791525.65,5040880939324.86,92202979940.671,1076922222.22222,1724845615629.26,4836605850788.75,5706087467774.46,94493871351.4217,6606760498754.65,31364367229265.6,2556247155.56945,22621357448474.1,71000359760.4599,127341141871.205,13760033282.6071,1222405556421.13,30947243041064.9,358788833524.945,22265581227435.8,12808661487.4035,421739210176.152,13025266513.3167,914043438179.591,439788625883.8,33111525182.7133,53371534234287.0,356128167702.894,67294169234.6291,222597030191.041,346841896890.489,24109780113.2307,1348307586808.15,100958100000.0,242313116577.963,50385041767149.9,9636510839.30707,3534209044993.87,32333780383.2924,23116701539.5646,376869585632.115,4085114542.06831,1772634125817.16,1774221939062.45,3996198760.32389,555455371487.089,4666598023.91856,1587813245.28225,11239167890.2816,16619140999210.2,7029217931.75029,506754212432.991,5464428426578.1,3534209044993.87,1774221939062.45,24322359037.409,778476714087.962,32927025621.3848,24340482542310.3,65203071110.6037,20533057312000.0,884328180.526933,86502223934428.3,404158882459.024,26311506435.0598,34156069918.0609
2019,1000834077088.55,822538393591.447,1392218527563.26,444621176100.54,2576518879.39881,535865692402.342,14391686309.0337,16178161666.1334,351238397263.802,13058700000.0,2416500000.0,7423465000.0,40895322850.9407,1873288159000.64,16725908661.9419,2221301350.75537,1743725183672.52,278493308134.096,14279968485748.0,59898479821.1946,39670976440.3158,51775829868.7669,12750338736.1661,323031701210.767,64417670555.7821,77282796215.9198,88941371980.2651,171760290068.157,17207134431205.9,11696252034573.3,27023995393949.0,108108009000.0,13418360523881.5,1394320055129.38,268514916972.544,5481692621.61125,2728870246705.83,16874405460.1964,2857057847953.02,68337974418.7681,205257014892.498,77172313916.4218,5173760191.84652,55315474922573.3,363074560517.276,25089937108.6681,799160667507.735,15016090929.8744,31181885466267.4,33639428774236.2,2457261018776.7,1069700472074.97,1387560546701.72,2835606242052.48,399321701632.424,24663643101.958,2011302198827.41,15830766372.2651,5117993853016.51,100378435824.178,1107844444.44444,1651422932447.77,4769077474514.31,5622813152782.54,89014978319.0703,6874526773448.25,32110421084434.4,2436029587.61009,23047283010403.6,69825641851.0104,128920265075.525,14104664677.9627,1269009571610.76,31667498458543.1,365177744321.011,23132124767672.5,12916454870.5458,474517470742.749,12699028889.666,910194347568.61,408742840909.091,34186180694.9285,53878159069137.1,320909472926.461,69721787532.9789,228325852220.761,376823404772.837,24751069237.9977,1421160801515.26,105126400000.0,239986922638.897,50880064647603.9,10346675636.3397,3658004814522.01,32338079165.2893,23403995984.9306,376837488316.973,4076578653.54714,1821727380112.95,1823372470680.0,4016040575.08796,533879529188.454,4466214522.19539,1645090567.04612,11314951088.2451,17185664986074.4,6992656428.93581,543976695638.812,5371331762438.8,3658004814522.01,1823372470680.0,23849557811.3959,759934804372.319,35348155092.292,24792971685094.9,62048585618.505,21380976119000.0,910765709.768752,87728102156402.9,388531226582.351,23308667781.2258,21832234925.5021
2020,927593321647.664,786460035395.026,1326944627876.87,435225238000.43,2649680261.01097,525213067068.319,15651545208.8771,17933606212.6294,373902196399.317,9754600000.0,2080000000.0,6887147000.0,36629843806.0781,1476107292036.59,14960291540.5283,2326720902.35741,1647598402302.68,254096103516.324,14687743556969.6,62982768371.5174,40773241211.6941,48716961864.5378,10483151093.6873,270150956772.567,62395610764.0705,65994922945.3924,78844655833.2194,145743722826.258,17487420266794.3,10909268111328.2,27144860679483.9,99291124000.0,13086148411425.1,1276962685648.23,271886077382.097,4477030179.83128,2639008701648.21,15314577167.8199,2704609160088.15,70043095503.2503,188925995936.803,77715183063.2054,5471256594.72422,53937976780898.1,344943149590.058,23827859694.7921,808664234946.38,14508222518.158,30036645646514.1,32450856363672.7,2413496959520.84,1002567723026.3,1410929236494.54,2671595389575.7,425852281928.114,21553080483.8132,1897210466667.52,13812421859.4026,5048789595589.43,100657505600.655,884522222.222222,1644312785467.12,4020603113235.61,4777568569259.72,84440535698.8207,6619062047763.54,30983506895431.5,2117736527.79886,22525940505680.5,73992591285.3017,121347533649.793,13051441203.4474,1090514966785.91,30547251417512.0,337339463179.961,22714959162302.7,13744174582.2532,432198936002.177,12678162359.4021,909793466661.466,367633418886.627,33433659223.1789,52536127270671.7,300425609206.18,57086836942.4052,201947603715.409,361751145432.404,23848442440.267,1308382294199.16,103130900000.0,229031860520.773,49719390050877.1,10172925171.5869,3490012356687.83,27034593750.0,24530513058.5946,348392174863.651,4062906363.55623,1712869841645.04,1714053357042.69,2911807496.20227,547054174235.876,3982236726.3678,1183515397.64891,10715396051.4388,17465598594220.7,7389329392.7704,500457261548.076,4529215519228.92,3490012356687.83,1714053357042.69,21059428846.0153,720288811761.915,37605430214.347,23928189369748.5,53666908479.5585,21060473613000.0,869111852.751778,85215150558552.1,337619569570.511,18110638619.3723,21509698406.1116
2021,1081998139192.47,844459722152.991,1552703151616.01,480368403893.364,2775798697.16485,594351961634.487,17690083519.9322,19737616003.022,416264802185.166,11527600000.0,2491500000.0,7127200000.0,40408208523.8784,1649622972159.35,18737066306.9659,2516498412.31361,2001486745423.92,316713577508.673,17820459342451.2,71811075954.676,45338285386.1044,55350968593.0597,13366230821.3293,318511813576.972,64616482167.7475,75672802626.7044,94243426487.0833,163472233245.77,20837352063117.5,12674194364881.8,31095572987690.8,106165866000.0,14570891691511.7,1427380681294.55,296387625263.561,4296235427.52339,2957879759263.52,20217946921.2063,3122480345924.54,79156409409.8581,214873879833.648,86053079767.3507,8044498800.95923,60016712305060.2,368911387845.418,28488721296.2012,898771753067.723,20877414952.1236,35615582809273.0,38246179203967.4,2630947161900.7,1096038565477.42,1534883548261.97,3150306834279.65,504182603275.542,25552639899.067,2114355756913.92,14657586359.3802,5005536736792.29,109703659312.872,860844444.444444,1810955871380.98,4624162365921.03,5510523909432.78,88496535599.3564,7592013359834.72,36537287030968.6,2373416268.51107,26827496302511.4,85506243833.7816,142866583124.696,14554754115.2112,1272838810896.09,36066152279426.7,372981073017.749,25323694505423.9,14915002098.4975,440833583992.485,14145852100.7591,1011798853062.0,490293364377.183,36924841430.0574,58363931312919.0,348262544719.247,67406738051.7437,223717791482.577,394087362017.318,26311656000.0,1429588429473.92,106368900000.0,253982847571.015,55090863284051.6,11055281971.0454,4062783801939.27,34229513774.9936,27569136728.2565,423796995372.726,4249234573.98708,1925171173472.27,1926457861345.46,2984706243.65482,636856236396.239,4748702400.66283,1286687873.18447,11779981332.1599,20811347144902.6,8334047485.51396,505568057004.254,5238233593531.77,4062783801939.27,1926457861345.46,24460196270.1157,819034484303.169,40510241365.9029,28475143446764.0,61412268248.9461,23315080560000.0,872226063.705504,96882397612409.3,419015636064.711,22147649568.6121,28371238665.5116
2022,1169483734191.46,877863284874.068,1675418665067.09,471400066091.247,3073414677.84385,578604103123.349,17401746309.266,18884619613.4388,460201000095.101,12897400000.0,2824081836.19867,7550500000.0,43068885672.9378,1920095560995.06,20352322157.1467,2382618615.3562,2139840023673.81,301025249437.947,17963170521079.8,70018715016.6967,44341646509.2193,58065953573.3247,14615532210.0523,343939445259.487,68380838316.2777,92935645972.9574,113641857434.002,191912889420.911,21189324409148.3,14029514129087.0,30655246030297.7,115049476000.0,14040893546587.3,1397509272054.48,280825957768.484,4943248200.0441,2782905325624.52,21071739227.9428,3070667732359.21,72838798787.7066,219065872466.25,95003333381.1936,15357537068.3434,61535768880816.7,359838598806.091,31717700115.2546,970109981803.945,20253551885.2146,37635709395799.7,40448776490634.5,2813266144561.78,1173302850133.18,1639926057562.36,3385089881935.39,529244870222.765,27841648044.3753,2010431598465.38,17097760745.2096,4231141201863.17,113420008178.793,961563259.259259,1665245538594.96,5300574665731.37,6246621760429.05,74403578363.4355,8109649831658.54,38687654409587.6,2553459762.7992,28078790059154.9,82274812250.9186,134181587769.796,14954967604.4073,1414187193992.25,38164267887582.5,406305924656.071,27610090523673.8,13969605582.5202,477386120635.845,15671583877.9712,991114635529.187,579267365866.343,40828247302.4851,59596537275134.1,376532751806.989,76522511780.6222,242631549613.268,404284327311.713,30633444294.631,1612324668164.53,113434800000.0,251945377529.388,56013534785820.2,13312796765.2336,4361631457999.02,51662241775.2425,27684430244.4907,466788539651.836,3970343852.31939,2045758612586.37,2047347019065.53,3620655116.22074,585939170123.856,4854167638.37388,1588406479.15511,12704149842.0373,21162883158375.4,8126439480.61302,495340592811.188,5945540330771.45,4361631457999.02,2047347019065.53,27899082337.3688,905987824096.127,45559202048.7345,30055338614864.1,71177146197.4951,25462700000000.0,948558503.126378,100562011134034.0,405869718462.343,29784454055.9391,20678055597.7345
